988D, Points and Powers of Two, brute force math, , 1800, x4564, 
988C, Equal Sums, implementation sortings, , 1400, x6934, 
988B, Substrings Sort, sortings strings, , 1100, x11851, 
988A, Diverse Team, brute force implementation, , 800, x15647, 
987C, Three displays, brute force dp implementation, , 1400, x8764, 
987B, High School: Become Human, math, , 1100, x9094, 
987A, Infinity Gauntlet, implementation, , 800, x12497, 
986F, Oppa Funcan Style Remastered, graphs math number theory shortest paths, , 3300, x234, 
986E, Prince's Problem, brute force data structures math number theory trees, , 2800, x446, 
986D, Perfect Encoding, fft math, , 3100, x229, 
986C, AND Graph, bitmasks dfs and similar dsu graphs, , 2500, x1436, 
986B, Petr and Permutations, combinatorics math, , 1800, x3626, 
986A, Fair, graphs greedy number theory shortest paths, , 1600, x4730, 
985G, Team Players, combinatorics, , 2700, x224, 
985F, Isomorphic Strings, hashing strings, , 2300, x992, 
985E, Pencils and Boxes, binary search data structures dp greedy two pointers, , 2100, x2166, 
985D, Sand Fortress, binary search constructive algorithms math, , 2100, x1668, 
985C, Liebig's Barrels, greedy, , 1500, x4817, 
985B, Switches and Lamps, implementation, , 1200, x6279, 
985A, Chess Placing, implementation, , 1100, x7146, 
984B, Minesweeper, implementation, , 1100, x6162, 
984A, Game, sortings, , 800, x13613, 
983E, NN country, binary search data structures trees, , 2800, x438, 
983D, Arkady and Rectangles, data structures, , 3300, x170, 
983C, Elevator, dp graphs shortest paths, , 2400, x698, 
983B, XOR-pyramid, dp, , 1800, x3800, 
983A, Finite or not?, implementation math, , 1700, x3935, 
982F, The Meeting Place Cannot Be Changed, dfs and similar graphs, , 2700, x129, 
982E, Billiard, geometry number theory, , 2600, x452, 
982D, Shark, brute force data structures dsu trees, , 1900, x1823, 
982C, Cut 'em all!, dfs and similar dp graphs greedy trees, , 1500, x7037, 
982B, Bus of Characters, data structures greedy implementation, , 1300, x6336, 
982A, Row, brute force constructive algorithms, , 1200, x7402, 
981H, K Paths, combinatorics data structures dp fft math, , 3100, x166, 
981G, Magic multisets, data structures, , 2500, x448, 
981F, Round Marriage, binary search graph matchings greedy, , 2500, x414, 
981E, Addition on Segments, bitmasks data structures divide and conquer dp, , 2200, x1312, 
981D, Bookshelves, bitmasks dp greedy, , 1900, x2425, 
981C, Useful Decomposition, implementation trees, , 1400, x3819, 
981B, Businessmen Problems, sortings, , 1000, x5431, 
981A, Antipalindrome, brute force implementation strings, , 900, x6995, 
980F, Cactus to Tree, dp graphs trees, , 2900, x85, 
980E, The Number Games, data structures greedy trees, , 2200, x1312, 
980D, Perfect Groups, dp math number theory, , 2100, x1488, 
980C, Posterized, games greedy, , 1700, x3263, 
980B, Marlin, constructive algorithms, , 1600, x4013, 
980A, Links and Pearls, implementation math, , 900, x8799, 
979E, Kuro and Topological Parity, dp, , 2400, x323, 
979D, Kuro and GCD and XOR and SUM, binary search bitmasks brute force data structures dp dsu greedy math number theory strings trees, , 2200, x1143, 
979C, Kuro and Walking Route, dfs and similar trees, , 1600, x4398, 
979B, Treasure Hunt, greedy, , 1800, x3601, 
979A, Pizza Pizza Pizza!!!, math, , 1000, x10031, 
978G, Petya's Exams, greedy implementation sortings, , 1700, x2934, 
978F, Mentors, binary search data structures implementation, , 1500, x5384, 
978E, Bus Video System, combinatorics math, , 1400, x6353, 
978D, Almost Arithmetic Progression, brute force implementation math, , 1500, x5578, 
978C, Letters, binary search implementation two pointers, , 1000, x13711, 
978B, File Name, greedy strings, , 800, x20050, 
978A, Remove Duplicates, implementation, , 800, x15321, 
977F, Consecutive Subsequence, dp, , 1700, x8391, 
977E, Cyclic Components, dfs and similar dsu graphs, , 1500, x9986, 
977D, Divide by three multiply by two, dfs and similar math sortings, , 1400, x11053, 
977C, Less or Equal, sortings, , 1200, x15965, 
977B, Two-gram, implementation strings, , 900, x18675, 
977A, Wrong Subtraction, implementation, , 800, x63133, 
976F, Minimal k-covering, flows graphs, , 2500, x351, 
976E, Well played!, greedy sortings, , 2100, x1660, 
976D, Degree Set, constructive algorithms graphs implementation, , 2500, x497, 
976C, Nested Segments, greedy implementation sortings, , 1500, x4967, 
976B, Lara Croft and the New Game, implementation math, , 1300, x4969, 
976A, Minimum Binary Number, implementation, , 800, x8731, 
975E, Hag's Khashba, geometry, , 2600, x261, 
975D, Ghosts, geometry math, , 2000, x1599, 
975C, Valhalla Siege, binary search, , 1400, x6254, 
975B, Mancala, brute force implementation, , 1100, x5758, 
975A, Aramic script, implementation strings, , 900, x7005, 
967B, Watering System, math sortings, , 1000, x4536, 
967A, Mind the Gap, implementation, , 1100, x3626, 
965E, Short Code, data structures dp greedy strings trees, , 2200, x795, 
965D, Single-use Stones, binary search flows greedy two pointers, , 1900, x2261, 
965C, Greedy Arkady, math, , 2000, x1765, 
965B, Battleship, implementation, , 1300, x3775, 
965A, Paper Airplanes, math, , 800, x7413, 
964B, Messages, math, , 1300, x3718, 
964A, Splits, math, , 800, x7347, 
963E, Circles of Waiting, math, , 3100, x214, 
963D, Frequency of String, hashing string suffix structures strings, , 2500, x879, 
963C, Cutting Rectangle, brute force math number theory, , 2600, x426, 
963B, Destruction of a Tree, constructive algorithms dfs and similar dp greedy trees, , 2000, x1978, 
963A, Alternating Sum, math number theory, , 1800, x2605, 
962G, Visible Black Areas, data structures dsu geometry trees, , 2800, x74, 
962F, Simple Cycles Edges, dfs and similar graphs trees, , 2400, x673, 
962E, Byteland Berland and Disputed Cities, constructive algorithms greedy, , 2200, x847, 
962D, Merge Equals, data structures implementation, , 1600, x5003, 
962C, Make a Square, brute force implementation math, , 1400, x6159, 
962B, Students in Railway Carriage, constructive algorithms greedy implementation, , 1300, x6350, 
962A, Equator, implementation, , 1300, x10033, 
961G, Partitions, combinatorics math number theory, , 2700, x557, 
961F, k-substrings, binary search hashing string suffix structures, , 2700, x328, 
961E, Tufurama, data structures, , 1900, x2507, 
961D, Pair Of Lines, geometry, , 2000, x2863, 
961C, Chessboard, bitmasks brute force implementation, , 1400, x4395, 
961B, Lecture Sleep, data structures dp implementation two pointers, , 1200, x9680, 
961A, Tetris, implementation, , 900, x8281, 
960H, Santa's Gift, data structures trees, , 3100, x105, 
960G, Bandit Blues, combinatorics dp fft math, , 2900, x595, 
960F, Pathwalks, data structures dp graphs, , 2100, x1735, 
960E, Alternating Tree, combinatorics dfs and similar divide and conquer dp probabilities trees, , 2300, x1047, 
960D, Full Binary Tree Queries, brute force implementation trees, , 2100, x1335, 
960C, Subsequence Counting, bitmasks constructive algorithms greedy implementation, , 1700, x3093, 
960B, Minimize the error, data structures greedy sortings, , 1500, x5230, 
960A, Check the string, implementation, , 1200, x6429, 
959F, Mahmoud and Ehab and yet another xor task, bitmasks dp math matrices, , 2400, x936, 
959E, Mahmoud and Ehab and the xor-MST, bitmasks dp graphs implementation math, , 1900, x2613, 
959D, Mahmoud and Ehab and another array construction task, constructive algorithms greedy math number theory, , 1900, x2287, 
959C, Mahmoud and Ehab and the wrong algorithm, constructive algorithms trees, , 1500, x4471, 
959B, Mahmoud and Ehab and the message, dsu greedy implementation, , 1200, x6719, 
959A, Mahmoud and Ehab and the even-odd game, games math, , 800, x23155, 
958F3, Lightsabers (hard), fft, , 2600, x364, 
958F2, Lightsabers (medium), binary search two pointers, , 1800, x928, 
958F1, Lightsabers (easy), implementation, , 1500, x1268, 
958E3, Guard Duty (hard), geometry, , 2700, x144, 
958E2, Guard Duty (medium), binary search dp greedy sortings, , 2200, x444, 
958E1, Guard Duty (easy), brute force geometry greedy math, , 1600, x1154, 
958D2, Hyperspace Jump (hard), , , 2700, x57, 
958D1, Hyperspace Jump (easy), expression parsing math, , 1400, x1593, 
958C3, Encryption (hard), data structures dp, , 2500, x231, 
958C2, Encryption (medium), dp, , 2000, x782, 
958C1, Encryption (easy), brute force, , 1200, x1927, 
958B2, Maximum Control (medium), data structures dfs and similar graphs greedy trees, , 2200, x450, 
958B1, Maximum Control (easy), implementation, , 1000, x2287, 
958A3, Death Stars (hard), , , 3100, x29, 
958A2, Death Stars (medium), hashing strings, , 2000, x677, 
958A1, Death Stars (easy), implementation, , 1400, x1410, 
957A, Tritonic Iridescence, implementation, , 1300, x4658, 
955F, Heaps, dp trees, , 2600, x135, 
955E, Icicles, , , 2900, x53, 
955D, Scissors, brute force strings, , 2600, x276, 
955C, Sad powers, binary search math number theory, , 2100, x1750, 
955B, Not simply beatiful strings, implementation, , 1400, x3859, 
955A, Feed the cat, greedy math, , 1100, x5345, 
954I, Yet Another String Matching Problem, fft math, , 2200, x549, 
954H, Path Counting, combinatorics dp, , 2500, x288, 
954G, Castle Defense, binary search data structures greedy two pointers, , 2000, x1273, 
954F, Runner's Problem, dp matrices sortings, , 2100, x665, 
954E, Water Taps, binary search greedy sortings, , 2000, x1349, 
954D, Fight Against Traffic, dfs and similar graphs shortest paths, , 1600, x4197, 
954C, Matrix Walk, implementation, , 1700, x2983, 
954B, String Typing, implementation strings, , 1400, x5357, 
954A, Diagonal Walking, implementation, , 800, x7977, 
952G, Puzzling Language, constructive algorithms, , 2200, x167, 
952F, 2 + 2 != 4, , , 2400, x218, 
952E, Cheese Board, , , 2000, x461, 
952D, I'm Feeling Lucky!, probabilities, , 1800, x1905, 
952C, Ravioli Sort, implementation, , 1600, x2421, 
952B, A Map of the Cat, brute force interactive, , 1900, x1628, 
952A, Quirky Quantifiers, math, , 800, x8890, 
950B, Intercepted Message, greedy implementation, , 1100, x6299, 
950A, Left-handers Right-handers and Ambidexters, implementation math, , 800, x10764, 
949F, Astronomy, geometry probabilities, , 3300, x34, 
949E, Binary Cards, brute force, , 2700, x357, 
949D, Curfew, binary search brute force greedy sortings, , 2300, x661, 
949C, Data Center Maintenance, dfs and similar graphs, , 1900, x1517, 
949B, A Leapfrog in the Array, constructive algorithms math, , 1700, x3152, 
949A, Zebras, greedy, , 1600, x4381, 
948A, Protect Sheep, brute force dfs and similar graphs implementation, , 900, x9026, 
946G, Almost Increasing Array, data structures dp, , 2500, x329, 
946F, Fibonacci String Subsequences, combinatorics dp matrices, , 2400, x340, 
946E, Largest Beautiful Number, greedy implementation, , 2200, x799, 
946D, Timetable, dp, , 1800, x3054, 
946C, String Transformation, greedy strings, , 1300, x7047, 
946B, Weird Subtraction Process, math number theory, , 1100, x8591, 
946A, Partition, greedy, , 800, x11579, 
940F, Machine Learning, brute force data structures, , 2600, x927, 
940E, Cashback, data structures dp greedy math, , 2000, x2123, 
940D, Alena And The Heater, binary search implementation, , 1600, x3020, 
940C, Phone Numbers, constructive algorithms implementation strings, , 1500, x4470, 
940B, Our Tanya is Crying Out Loud, dp greedy, , 1400, x6697, 
940A, Points on the line, brute force greedy sortings, , 1200, x6524, 
939F, Cutlet, data structures dp, , 2400, x424, 
939E, Maximize!, binary search greedy ternary search two pointers, , 1800, x2228, 
939D, Love Rescue, dfs and similar dsu graphs greedy strings, , 1600, x4927, 
939C, Convenient For Everybody, binary search two pointers, , 1600, x3924, 
939B, Hamster Farm, implementation, , 1000, x8189, 
939A, Love Triangle, graphs, , 800, x14707, 
938G, Shortest Path Queries, bitmasks data structures dsu graphs, , 2900, x330, 
938F, Erasing Substrings, bitmasks dp greedy, , 2700, x303, 
938E, Max History, combinatorics math, , 2300, x808, 
938D, Buy a Ticket, data structures graphs shortest paths, , 2000, x3061, 
938C, Constructing Tests, binary search brute force constructive algorithms, , 1700, x2737, 
938B, Run For Your Prize, brute force greedy, , 1100, x7374, 
938A, Word Correction, implementation, , 800, x9334, 
937B, Vile Grasshoppers, brute force math number theory, , 1400, x5789, 
937A, Olympiad, implementation sortings, , 800, x11052, 
936E, Iqea, data structures dfs and similar divide and conquer dsu shortest paths trees, , 3400, x130, 
936D, World of Tank, dp greedy, , 3000, x153, 
936C, Lock Puzzle, constructive algorithms implementation strings, , 2300, x901, 
936B, Sleepy Game, dfs and similar dp games graphs, , 2100, x2412, 
936A, Save Energy!, binary search implementation math, , 1700, x3853, 
935F, Fafa and Array, data structures greedy, , 2600, x255, 
935E, Fafa and Ancient Mathematics, dfs and similar dp trees, , 2300, x702, 
935D, Fafa and Ancient Alphabet, math probabilities, , 1900, x2027, 
935C, Fifa and Fafa, geometry, , 1600, x4056, 
935B, Fafa and the Gates, implementation, , 900, x8919, 
935A, Fafa and his Company, brute force implementation, , 800, x23665, 
934B, A Prosperous Lot, constructive algorithms implementation, , 1200, x7032, 
934A, A Compatible Pair, brute force games, , 1400, x5554, 
933E, A Preponderant Reunion, constructive algorithms dp, , 3200, x109, 
933D, A Creative Cutout, brute force combinatorics math, , 2900, x178, 
933C, A Colourful Prospect, geometry graphs, , 2700, x419, 
933B, A Determined Cleanup, math, , 2000, x1634, 
933A, A Twisty Movement, dp, , 1800, x3597, 
932G, Palindrome Partition, dp string suffix structures strings, , 2900, x371, 
932F, Escape Through Leaf, data structures dp geometry, , 2700, x1047, 
932E, Team Work, combinatorics dp math, , 2400, x1558, 
932D, Tree, binary search dp trees, , 2200, x1234, 
932C, Permutation Cycle, brute force constructive algorithms, , 1600, x3462, 
932B, Recursive Queries, binary search data structures dfs and similar, , 1300, x6144, 
932A, Palindromic Supersequence, constructive algorithms, , 800, x8529, 
931C, Laboratory Work, implementation math, , 1700, x2854, 
931B, World Cup, constructive algorithms implementation, , 1200, x5807, 
931A, Friends Meeting, brute force greedy implementation math, , 800, x9119, 
930E, Coins Exhibition, data structures dp math, , 2900, x204, 
930D, Game with Tokens, data structures games implementation, , 2500, x295, 
930C, Teodor is not a liar!, data structures dp, , 1900, x1494, 
930B, Game with String, implementation probabilities strings, , 1600, x2105, 
930A, Peculiar apple-tree, dfs and similar graphs trees, , 1500, x5065, 
929D, Пограничные врата, , , 2400, x136, 
929C, Красивая команда, *special problem combinatorics math, , 1700, x1068, 
929B, Места в самолёте, *special problem implementation, , 1300, x1990, 
929A, Прокат велосипедов, *special problem greedy implementation, , 1400, x2396, 
928D, Autocompletion, *special problem strings trees, , 1900, x734, 
928C, Dependency management, *special problem graphs implementation, , 1900, x838, 
928B, Chat, *special problem dp, , 1400, x2046, 
928A, Login Verification, *special problem strings, , 1200, x2822, 
927A, BuberPool Taxi Optimization, , , 2900, x1, 
926J, Segments, data structures, , 2100, x172, 
926I, A Vital Problem, , , 1700, x567, 
926H, Endless Roses Most Beautiful, , , 2200, x148, 
926G, Large Bouquets, , , 1500, x1140, 
926F, Mobile Communications, , , 2000, x96, 
926E, Merge Equal Elements, constructive algorithms data structures, , 1900, x698, 
926D, Choose Place, , , 1600, x744, 
926C, Is This a Zebra?, implementation, , 1700, x1501, 
926B, Add Points, , , 1800, x1197, 
926A, 2-3-numbers, implementation math, , 1300, x2658, 
925F, Parametric Circulation, binary search flows, , 3100, x64, 
925E, May Holidays, data structures trees, , 2900, x223, 
925D, Aztec Catacombs, constructive algorithms, , 2600, x378, 
925C, Big Secret, constructive algorithms math, , 2200, x1015, 
925B, Resource Distribution, binary search implementation sortings, , 1700, x1842, 
925A, Stairs and Elevators, binary search, , 1600, x2725, 
924F, Minimal Subset Difference, dp, , 3200, x53, 
924E, Wardrobe, , , 2700, x412, 
924D, Contact ATC, , , 2500, x725, 
924C, Riverside Curio, data structures dp greedy, , 1700, x3118, 
924B, Three-level Laser, binary search greedy two pointers, , 1600, x4491, 
924A, Mystical Mosaic, greedy implementation, , 1300, x4429, 
923F, Public Service, constructive algorithms graphs trees, , 3200, x40, 
923E, Perpetual Subtraction, fft math matrices, , 3100, x246, 
923D, Picking Strings, constructive algorithms implementation strings, , 2500, x916, 
923C, Perfect Security, data structures greedy strings trees, , 1800, x3366, 
923B, Producing Snow, binary search data structures, , 1600, x5717, 
923A, Primal Sport, math number theory, , 1700, x4324, 
922F, Divisibility, constructive algorithms dp greedy number theory, , 2400, x463, 
922E, Birds, dp, , 2200, x1340, 
922D, Robot Vacuum Cleaner, greedy sortings, , 1800, x3380, 
922C, Cave Painting, brute force number theory, , 1600, x5636, 
922B, Magic Forest, brute force, , 1300, x6888, 
922A, Cloning Toys, implementation, , 1300, x8373, 
92114, Labyrinth-14, , , 3200, , 
92113, Labyrinth-13, , , 3200, , 
92112, Labyrinth-12, , , 3200, , 
92111, Labyrinth-11, , , 3200, , 
92110, Labyrinth-10, , , 3200, , 
92109, Labyrinth-9, , , 3200, , 
92108, Labyrinth-8, , , 3200, , 
92107, Labyrinth-7, , , 3200, , 
92106, Labyrinth-6, , , 3200, , 
92105, Labyrinth-5, , , 3200, , 
92104, Labyrinth-4, , , 3200, , 
92103, Labyrinth-3, , , 3200, , 
92102, Labyrinth-2, , , 3200, , 
92101, Labyrinth-1, , , 3200, , 
920G, List Of Integers, binary search bitmasks brute force combinatorics math number theory, , 2200, x1137, 
920F, SUM and REPLACE, brute force data structures dsu number theory, , 2000, x3173, 
920E, Connected Components?, data structures dfs and similar dsu graphs, , 2100, x2967, 
920D, Tanks, dp greedy implementation, , 2400, x463, 
920C, Swap Adjacent Elements, dfs and similar greedy math sortings two pointers, , 1400, x6372, 
920B, Tea Queue, implementation, , 1200, x5697, 
920A, Water The Garden, implementation, , 1000, x6564, 
919F, A Game With Numbers, games graphs shortest paths, , 2600, x213, 
919E, Congruence Equation, chinese remainder theorem math number theory, , 2100, x1326, 
919D, Substring, dfs and similar dp graphs, , 1700, x4968, 
919C, Seat Arrangements, brute force implementation, , 1300, x7271, 
919B, Perfect Number, binary search brute force dp implementation number theory, , 1100, x17068, 
919A, Supermarket, brute force greedy implementation, , 800, x12468, 
918B, Radio Station, implementation strings, , 900, x9611, 
918A, Eleven, brute force implementation, , 800, x12655, 
917E, Upside Down, data structures string suffix structures strings trees, , 3400, x68, 
917D, Stranger Trees, dp math matrices trees, , 2600, x464, 
917C, Pollywog, combinatorics dp matrices, , 2900, x219, 
917B, MADMAX, dfs and similar dp games graphs, , 1700, x2743, 
917A, The Monster, dp greedy implementation math, , 1800, x3012, 
916E, Jamie and Tree, data structures trees, , 2400, x715, 
916D, Jamie and To-do List, data structures interactive trees, , 2200, x308, 
916C, Jamie and Interesting Graph, constructive algorithms graphs shortest paths, , 1600, x3852, 
916B, Jamie and Binary Sequence (changed after round), bitmasks greedy math, , 2000, x1367, 
916A, Jamie and Alarm Snooze, brute force implementation math, , 900, x7268, 
915G, Coprime Arrays, math number theory, , 2300, x676, 
915F, Imbalance Value of a Tree, data structures dsu graphs trees, , 2400, x1185, 
915E, Physical Education Lessons, data structures implementation sortings, , 2300, x1784, 
915D, Almost Acyclic Graph, dfs and similar graphs, , 2200, x2190, 
915C, Permute Digits, dp greedy, , 1700, x5303, 
915B, Browser, implementation, , 1300, x6645, 
915A, Garden, implementation, , 900, x10988, 
914H, Ember and Storm's Tree Game, combinatorics dp games trees, , 3400, x79, 
914G, Sum the Fibonacci, bitmasks divide and conquer dp fft math, , 2600, x505, 
914F, Substrings in a String, bitmasks brute force data structures string suffix structures strings, , 3000, x534, 
914E, Palindromes in a Tree, bitmasks data structures divide and conquer trees, , 2400, x763, 
914D, Bash and a Tough Math Puzzle, data structures number theory, , 1900, x3125, 
914C, Travelling Salesman and Special Numbers, brute force combinatorics dp, , 1800, x2802, 
914B, Conan and Agasa play a Card Game, games greedy implementation, , 1200, x7003, 
914A, Perfect Squares, brute force implementation math, , 900, x10411, 
913H, Don't Exceed, math probabilities, , 3400, x83, 
913G, Power Substring, math number theory, , 3200, x130, 
913F, Strongly Connected Tournament, dp graphs math probabilities, , 2800, x355, 
913E, Logical Expression, bitmasks dp shortest paths, , 2400, x612, 
913D, Too Easy Problems, binary search brute force data structures greedy sortings, , 1800, x3656, 
913C, Party Lemonade, bitmasks dp greedy, , 1600, x6140, 
913B, Christmas Spruce, implementation trees, , 1200, x10736, 
913A, Modular Exponentiation, implementation math, , 900, x14721, 
912E, Prime Gift, binary search dfs and similar math meet-in-the-middle number theory two pointers, , 2400, x864, 
912D, Fishes, data structures graphs greedy probabilities shortest paths, , 2100, x1443, 
912C, Perun Ult!, brute force greedy sortings, , 2500, x441, 
912B, New Year's Eve, bitmasks constructive algorithms number theory, , 1300, x7427, 
912A, Tricky Alchemy, implementation, , 800, x10611, 
911G, Mass Change Queries, data structures, , 2500, x920, 
911F, Tree Destruction, constructive algorithms dfs and similar graphs greedy trees, , 2400, x827, 
911E, Stack Sorting, constructive algorithms data structures greedy implementation, , 2000, x1862, 
911D, Inversion Counting, brute force math, , 1800, x3363, 
911C, Three Garlands, brute force constructive algorithms, , 1400, x5826, 
911B, Two Cakes, binary search brute force implementation, , 1200, x8310, 
911A, Nearest Minimums, implementation, , 1100, x8960, 
910C, Minimum Sum, constructive algorithms greedy math, , 1700, x1270, 
910B, Door Frames, greedy implementation, , 1600, x1328, 
910A, The Way to Home, dfs and similar dp greedy implementation, , 800, x7061, 
909F, AND-permutations, constructive algorithms, , 2500, x386, 
909E, Coprocessor, dfs and similar dp graphs greedy, , 1900, x1268, 
909D, Colorful Points, data structures greedy implementation, , 2100, x1331, 
909C, Python Indentation, dp, , 1800, x3450, 
909B, Segments, constructive algorithms math, , 1300, x5299, 
909A, Generate Login, brute force greedy sortings, , 1000, x7365, 
908H, New Year and Boolean Bridges, , , 3100, x234, 
908G, New Year and Original Order, dp math, , 2800, x689, 
908F, New Year and Rainbow Roads, graphs greedy implementation, , 2400, x1053, 
908E, New Year and Entity Enumeration, bitmasks combinatorics dp math, , 2500, x571, 
908D, New Year and Arbitrary Arrangement, dp math probabilities, , 2200, x1639, 
908C, New Year and Curling, brute force geometry implementation math, , 1500, x5788, 
908B, New Year and Buggy Bot, brute force implementation, , 1200, x6888, 
908A, New Year and Counting Cards, brute force implementation, , 800, x12476, 
907B, Tic-Tac-Toe, implementation, , 1400, x3607, 
907A, Masha and Bears, brute force implementation, , 1300, x4874, 
906E, Reverses, dp string suffix structures strings, , 3300, x175, 
906D, Power Tower, chinese remainder theorem math number theory, , 2700, x862, 
906C, Party, bitmasks brute force dp graphs, , 2400, x919, 
906B, Seating of Students, brute force constructive algorithms math, , 2200, x935, 
906A, Shockers, implementation strings, , 1600, x3668, 
903G, Yet Another Maxflow Problem, data structures flows graphs, , 2700, x291, 
903F, Clear The Matrix, bitmasks dp, , 2200, x430, 
903E, Swapping Characters, brute force hashing implementation strings, , 2200, x940, 
903D, Almost Difference, data structures math, , 2200, x2716, 
903C, Boxes Packing, greedy, , 1200, x8482, 
903B, The Modcrab, greedy implementation, , 1200, x6337, 
903A, Hungry Student Problem, greedy implementation, , 900, x10948, 
902B, Coloring a Tree, dfs and similar dsu greedy, , 1200, x7537, 
902A, Visiting a Friend, greedy implementation, , 1100, x7703, 
901E, Cyclic Cipher, fft math, , 3300, x53, 
901D, Weighting a Tree, constructive algorithms dfs and similar graphs, , 2700, x276, 
901C, Bipartite Segments, binary search data structures dfs and similar dsu graphs two pointers, , 2300, x878, 
901B, GCD of Polynomials, constructive algorithms math, , 2200, x1235, 
901A, Hashing Trees, constructive algorithms trees, , 1500, x4353, 
900E, Maximum Questions, data structures dp strings, , 2100, x764, 
900D, Unusual Sequences, bitmasks combinatorics dp math number theory, , 2000, x1891, 
900C, Remove Extra One, brute force data structures math, , 1700, x3410, 
900B, Position in Fraction, math number theory, , 1300, x6218, 
900A, Find Extra One, geometry implementation, , 800, x10148, 
899F, Letters Removing, data structures strings, , 2100, x1151, 
899E, Segments Removal, data structures dsu flows implementation two pointers, , 2000, x1722, 
899D, Shovel Sale, constructive algorithms math, , 1800, x2039, 
899C, Dividing the numbers, constructive algorithms graphs math, , 1300, x6209, 
899B, Months and Years, implementation, , 1200, x4863, 
899A, Splitting in Teams, constructive algorithms greedy math, , 800, x8179, 
898F, Restoring the Expression, brute force hashing math, , 2300, x783, 
898E, Squares and not squares, constructive algorithms greedy, , 1600, x3552, 
898D, Alarm Clock, greedy, , 1600, x2878, 
898C, Phone Numbers, implementation strings, , 1400, x4089, 
898B, Proper Nutrition, brute force implementation number theory, , 1100, x7237, 
898A, Rounding, implementation math, , 800, x11415, 
897B, Chtholly's request, brute force, , 1300, x5920, 
897A, Scarborough Fair, implementation, , 800, x10784, 
896E, Welcome home Chtholly, data structures dsu, , 3100, x467, 
896D, Nephren Runs a Cinema, chinese remainder theorem combinatorics math number theory, , 2900, x240, 
896C, Willem Chtholly and Seniorious, data structures probabilities, , 2600, x1103, 
896B, Ithea Plays With Chtholly, binary search constructive algorithms games greedy interactive, , 2000, x1590, 
896A, Nephren gives a riddle, binary search dfs and similar, , 1700, x2930, 
895E, Eyes Closed, data structures probabilities, , 2300, x574, 
895D, String Mark, combinatorics math strings, , 2100, x812, 
895C, Square Subsets, bitmasks combinatorics dp math, , 2000, x2586, 
895B, XK Segments, binary search math sortings two pointers, , 1700, x2819, 
895A, Pizza Separation, brute force implementation, , 1200, x5340, 
894E, Ralph and Mushrooms, dp graphs, , 2100, x1226, 
894D, Ralph And His Tour in Binary Country, brute force data structures trees, , 2200, x876, 
894C, Marco and GCD Sequence, constructive algorithms math, , 1900, x3424, 
894B, Ralph And His Magic Field, combinatorics constructive algorithms math number theory, , 1800, x3619, 
894A, QAQ, brute force dp, , 800, x19232, 
893F, Subtree Minimum Query, data structures trees, , 2300, x912, 
893E, Counting Arrays, combinatorics dp math number theory, , 2000, x1996, 
893D, Credit Card, data structures dp greedy implementation, , 1900, x2234, 
893C, Rumor, dfs and similar graphs greedy, , 1300, x11518, 
893B, Beautiful Divisors, brute force implementation, , 1000, x7661, 
893A, Chess For Three, implementation, , 900, x8079, 
892B, Wrath, greedy implementation two pointers, , 1200, x6533, 
892A, Greed, greedy implementation, , 900, x9906, 
891E, Lust, combinatorics math matrices, , 3000, x388, 
891D, Sloth, dfs and similar dp graph matchings trees, , 3100, x86, 
891C, Envy, data structures dsu graphs, , 2300, x1171, 
891B, Gluttony, constructive algorithms greedy, , 2000, x2309, 
891A, Pride, brute force dp greedy math number theory, , 1500, x6857, 
889E, Mod Mod Mod, binary search dp math, , 3000, x198, 
888G, Xor-MST, bitmasks constructive algorithms data structures, , 2300, x1458, 
888F, Connecting Vertices, dp graphs, , 2500, x396, 
888E, Maximum Subsequence, bitmasks divide and conquer meet-in-the-middle, , 1800, x3407, 
888D, Almost Identity Permutations, combinatorics dp math, , 1600, x4042, 
888C, K-Dominant Character, binary search implementation two pointers, , 1400, x5431, 
888B, Buggy Robot, greedy, , 1000, x7117, 
888A, Local Extrema, brute force implementation, , 800, x8267, 
887F, Row of Models, greedy sortings, , 2500, x88, 
887E, Little Brother, binary search geometry sortings, , 2800, x96, 
887D, Ratings and Reality Shows, data structures two pointers, , 2400, x404, 
887C, Solution for Cube, brute force implementation, , 1500, x2480, 
887B, Cubes for Masha, brute force implementation, , 1300, x4386, 
887A, Div. 64, implementation, , 1000, x8568, 
886F, Symmetric Projections, geometry, , 2900, x212, 
886E, Maximum Element, combinatorics dp math, , 2400, x640, 
886D, Restoration of string, constructive algorithms graphs implementation, , 2000, x1506, 
886C, Petya and Catacombs, dsu greedy implementation trees, , 1300, x4706, 
886B, Vlad and Cafes, , , 1000, x6326, 
886A, ACM ICPC, brute force, , 1000, x8004, 
884F, Anti-Palindromize, flows graphs greedy, , 2500, x516, 
884E, Binary Matrix, dsu, , 2500, x430, 
884D, Boxes And Balls, data structures greedy, , 2300, x1381, 
884C, Bertown Subway, dfs and similar greedy math, , 1500, x3593, 
884B, Japanese Crosswords Strike Back, implementation, , 1100, x5637, 
884A, Book Reading, implementation, , 800, x8152, 
883M, Quadcopter Competition, greedy math, , 1100, x2552, 
883L, Berland.Taxi, data structures, , 2500, x170, 
883K, Road Widening, constructive algorithms greedy implementation, , 1800, x802, 
883J, Renovation, constructive algorithms greedy sortings, , 2400, x412, 
883I, Photo Processing, binary search dp, , 1900, x1104, 
883H, Palindromic Cut, brute force implementation strings, , 1800, x1192, 
883G, Orientation of Edges, dfs and similar graphs, , 1900, x1041, 
